Sébeville	1069716	-1.2830978	49.3869984
Carnières	55725	3.3393266	50.1640450
Fignières	3358836	2.5882880	49.6808098
Malacca	2939673	102.1972754	2.1700606
Bedenac	124652	-0.3105762	45.1801665
Chisséria	1530452	5.5674031	46.3761765
Atlántico	1315209	-74.9950320	10.6815523
Valmigère	2758659	2.3824946	42.9824002
Doncières	153805	6.6367338	48.3899120
Île-de-Bréhat	399669	-3.0036983	48.8583614
Échenevex	139202	6.0120027	46.3197561
Congénies	390707	4.1577515	43.7751240
Lantignié	539883	4.6205110	46.1579665
Almoharín	1864479	-6.0568279	39.1280173
Balıkesir	223464	27.9028974	39.9348735
Pelhřimov	441095	15.2054327	49.4422737
Cabinda	422607	12.1781779	-5.1388930
Dieudonné	812406	2.2414266	49.2384295
Šlapanice	436872	16.7251652	49.1647186
Ejdaida	3935827	34.4798247	31.5000096
Río Grande	5606200	-103.0512985	23.8126704
Mochitlán	5606051	-99.3896772	17.3430207
Cuerámaro	5605732	-101.6712534	20.6152829
Narlıdere	1269257	26.9822518	38.3737890
Löffingen	319271	8.3651952	47.8914251
Bakonyság	1078635	17.6675274	47.4052379
Beniarrés	339568	-0.3667164	38.8281056
Hostětice	440394	15.4032596	49.1979300
Börnichen	422346	13.1410040	50.7282726
Slověnice	441471	14.8851142	49.7604552
Fambach	2820964	10.3859829	50.7440820
Mönkhagen	532394	10.5319860	53.9071471
Châtillon	37020	2.2877042	48.8031470
Châtenois	60634	7.3841592	48.2832279
Chapada	242567	-53.1537146	-28.0936664
Argenbühl	2806737	9.9431891	47.7032489
Heinävesi	2522458	28.6735935	62.4307121
Schönwölkau	445991	12.4554669	51.5206409
Tarnaméra	1323523	20.1609082	47.6344992
Chocianów	2863960	15.9150238	51.4182688
Gyulai járás	2374443	21.2197286	46.5607693
Dorogháza	1401774	19.8870077	47.9721996
Všechlapy	436158	14.9187408	49.7794467
Orbánhegy	2806937	19.0057585	47.4958338
Balgach	1683863	9.6090929	47.3965197
Dhanbad	7398837	86.5845469	23.8437824
Dhanbad	1972060	86.5845469	23.8437824
Lac Head	1519472	-73.5763632	47.3902495
Lac Séguin	2460160	-73.3559304	49.0688556
Río Grande	2087082	-61.0595722	8.5052319
Raslången	6046288	14.4271940	56.2529948
Herajärvi	4033645	27.0577295	61.3412566
Étang Niat	3117513	5.3471822	46.5683604
Río Grande	4468467	-67.2281786	18.3675808
Atlántico	3431104	-67.5166333	-46.4685411
Herajärvi	7264941	29.1202667	61.3475339
Pesälampi	5178402	30.5889459	62.8810038
Herajärvi	90320	30.6922291	62.5686250
Herajärvi	35408	27.4426407	60.9417633
Plánský rybník	1742578	14.7687857	48.8353864
Kumba II	3836118	9.4587938	4.7317308
Kyynämöinen	297872	25.3208067	62.4656634
Długa Goślina	7759538	17.0294708	52.6380040
Candiba	362262	-42.8459473	-14.4290001
Gościkowo	3525661	15.5460382	52.3456455
Halkjärvi	7563468	23.6646081	60.5097362
Heposelkä	124483	24.2061977	61.4124713
Herajärvi	1793024	24.0131610	62.0708093
Akkijärvi	3764649	24.7136139	61.1062286
Hanijärvi	360072	25.5678662	60.9045057
Dabnica	6180993	21.5714324	41.3917132
Eanojávri	7193540	23.1433655	69.0540653
Río Arriba	4467786	-65.7049239	18.2885509
Río Grande	4468552	-66.5728336	18.2303237
Viví Abajo	4468186	-66.6763845	18.2607567
Río Arriba	4468132	-66.6874956	18.3362676
Río Grande	4467766	-66.4136873	18.2949109
Río Arriba	4468105	-66.3968665	18.3965649
Río Arriba	4468535	-67.0422903	18.2797205
Río Grande	4468057	-67.2368723	18.3606321
Dankaba	3711579	7.7450049	13.2250941
Soulèdé-Roua	3749980	13.9779684	10.7568616
Caño Negro	6336139	-84.8037045	10.9200758
Lac Alda	196867	-75.4405846	47.1953727
Lac Murène	1449965	-71.0824134	47.7764706
Lac Head	1563727	-73.3031816	46.7961752
Río Grande	1899046	-75.1490848	-14.3755143
Peña Pobre	4467662	-65.8158438	18.2234283
Baie-D'Urfé	197579	-73.9140438	45.4179051
Lac Séguin	196677	-76.0925301	47.3240858
Unterbäch	1685388	7.7798653	46.2609288
Vřesovice	442478	17.2125762	49.0632370
Châtillon	2202526	7.6245217	45.7588243
Vlastiboř	436510	14.6350509	49.2611967
Anielówka	7795275	22.2797984	51.5747556
Öbolandet	3018635	17.5723034	58.8795817
Eilean Mòr	903617	-5.8313238	57.3423033
Gołąb-Kolonia	7795293	22.3726390	51.4939996
Šlapanice	436172	14.1113369	50.3187563
Vřesovice	438554	17.1454992	49.3966559
Všechlapy	436472	15.0252756	50.2243723
Maalaea	119165	-156.4905860	20.8013018
Siestrzeń	4103903	20.7183396	52.0552707
Čaukciems	7787306	23.4203109	57.0032318
상계5동 (Sanggye5-dong)	3882983	127.0695237	37.6633748
Campo Sêco	7419117	-54.8587101	-30.4995445
Chapada	7785598	-50.4788754	-28.8633419
