Étréaupont	152314	3.9195770	49.9013414
Bérelles	55195	4.1139550	50.2099195
Mesplède	1268683	-0.6519566	43.4949361
Étalante	148551	4.7634998	47.6286963
Argœuves	1318214	2.2422062	49.9394221
Chaintré	2458447	4.7698748	46.2587165
Lichères	1267793	0.2112564	45.9061315
Châteney	911507	6.3169354	47.6966677
Bergères	2996837	4.6676101	48.1850659
Sécheras	129403	4.7759731	45.1298525
Criciúma	296527	-49.3729689	-28.7441069
Cástaras	344054	-3.2418464	36.9186295
Bekmünde	448710	9.4473296	53.9306241
Pollença	347644	3.0007676	39.8893218
Käshofen	1250674	7.4154133	49.3229493
Abriaquí	1307279	-76.0835301	6.6284892
Téboulba	7111933	11.0052340	35.6314825
Çifteler	1238932	31.0721895	39.3349312
Joviânia	334419	-49.6524279	-17.7699378
Guaraíta	334554	-50.0448770	-15.6780001
Chudenín	439222	13.0758096	49.2834863
Nevşehir	154449	34.6032291	38.8293940
Pňov-Předhradí	436186	15.1436480	50.0844149
Horušice	441798	15.4392043	49.9971135
Polgárdi	1458115	18.3154899	47.0579166
Općina Pićan	2269941	14.0600845	45.2029279
Manicoré	332463	-61.1091977	-6.7894797
Curacaví	168297	-71.1013963	-33.3791000
Libofshë	1251511	19.5073502	40.8462260
Lac Ouaté	932901	-78.7213899	46.9279998
Banaba	3830764	169.5352091	-0.8575000
Hagasjön	3338646	14.8825291	59.3915716
Backsjön	6244660	15.1678826	60.5438449
Jyväsjärvi	1302994	25.7831154	62.2361672
Stora Åsjön	1439867	15.7057146	56.2821246
Hagasjön	2295788	13.2041095	56.8834466
Sysmäjärvi	36454	29.0403370	62.6891250
Glicério	298040	-50.1911072	-21.3140001
Correlhã	5713280	-8.6166632	41.7490396
Barcouço	6021542	-8.4875506	40.3032897
Moçarria	6482770	-8.7721654	39.2718390
Soalhães	5910268	-8.0966682	41.1627648
Łapczyce	6205942	16.8383803	51.4501587
Olímpica	7625109	-75.7558068	4.8067285
Witosław	3525658	15.5492370	52.2882533
Jyväsjärvi	1701573	24.2143448	62.2378908
Grabówka	7037549	22.2964599	52.9911179
Backsjön	3741706	17.0240911	63.4374241
Redsjösjön	2593747	16.8320747	61.5885475
Szałkowo	6817834	19.5858723	53.6441052
Südheide	4447328	10.1803376	52.8167289
Büyük Ayhan	6777042	34.7368024	38.8329204
Lake 260	5810397	-93.7675029	49.6967036
Lake 305	5816953	-93.6937175	49.6907627
Kızılinler	1688118	30.3971395	39.7052582
Licantén	252837	-71.9361597	-34.9687082
Lutostań	7083610	22.2713520	53.0936344
Abadla	6530985	-2.5826685	31.0305455
Água Nova	301201	-38.3123020	-6.2051171
Åkrevika	6390040	5.7764858	61.1120693
Grabówka	2811315	19.0616753	50.8431587
Baraúnas	4731474	-41.8110009	-12.6675000
Glicério	5683108	-50.1979465	-21.3825000
Büchenau	1558007	8.5342683	49.1061007
Veľký Meder	2206744	17.7542327	47.8542480
Kill ED	6969855	-7.3731018	53.8635437
El Cañito	6843518	-64.4459622	-31.6544368
Kärkna küla	355281	26.6431080	58.4649571
신당제5동 (Sindang 5 -dong)	3884103	127.0230893	37.5631355
Água Nova	6234585	-38.3123020	-6.2051171
Dálvares	6414737	-7.7634500	41.0346776
Vallåkra	5525183	12.8940943	55.9576243
Manicoré	6252151	-61.1091977	-6.7894797
Mühlbeck	2364049	12.3749181	51.6369639
Kill ED	5847342	-6.6123916	53.2467883
Laksevåg	5900513	5.2218608	60.3648045
Bù Đốp District	7090617	106.7969234	11.9822949
Balbinów	6588289	21.5019103	50.8100708
Babbie	7441182	-86.3220624	31.2999280
Mościsko	6405988	16.5815344	50.7761771
Alšėnų seniūnija	3536778	23.7397269	54.8339783
Mex (VD)	1685047	6.5607102	46.5757991
St. Leo	1217255	-82.2586606	28.3361900
Popad’ino	1689105	39.3578676	54.4070674
Grabówka	6229256	17.0798670	51.5209285
Grabówka	7098653	23.2655396	53.1344292
Grabówka	7669125	22.0166099	51.1513523
Grabówka	7449925	21.9531684	50.9435906
Klčovany	2203938	17.5092693	48.4525767
Veľký Meder	2206689	17.7722168	47.8542480
Zádubnie	1859532	18.7794941	49.2411572
Úhelnice	427836	15.0071249	50.4518990
Rola Moça	5994888	-45.9717582	-20.0120475
Hořensko	431866	15.3159651	50.5774014
Řesanice	424224	13.7058722	49.4399166
Balduíno	3111944	-49.2053987	-18.7172598
Horušice	427178	15.4392043	49.9971135
Křesanov	423303	13.7462795	49.0775829
Nepřejov	436386	14.1670872	49.6419229
Chudenín	424661	13.0986480	49.3012854
Phường Phước Long A	7342568	106.7648192	10.8216756
Gräfrath	6880085	7.0799988	51.2006058
St. Leo	137552	-96.0525793	44.7170335
Lechówka	6833308	23.2567945	51.1680048
Grabówka	6942353	22.1402964	49.6581168
Grabówka	7597375	22.3048221	51.1128168
Silípica	3572776	-64.2617748	-28.1573217
Gula Höja	4118615	13.0603812	55.5831220
Łobczyce	1861256	27.6470592	50.5824342
Bole CP	141514	-0.8131818	53.3758016
Grabówka	3850287	18.3210583	50.0262507
Abadla	6531119	-2.9850035	30.8953794
Aïn Smara	4434146	6.4822244	36.2906824
Chiquián	1953231	-77.1376432	-10.1892500
Cubijíes	3728585	-78.6012977	-1.6556674
Barromán	344444	-4.9174592	41.0547788
Ešerinis	6744279	26.1549710	55.6778195
